1232,1100,1266,1100,1266,1118,1232,1118
1120,1092,1134,1092,1134,1114,1120,1114
1298,1076,1338,1076,1338,1088,1298,1088
1120,1022,1134,1022,1134,1080,1120,1080
4,1034,36,1034,36,1050,4,1050
1344,1034,1358,1034,1358,1048,1344,1048
1316,1030,1338,1030,1338,1048,1316,1048
1360,1030,1412,1030,1412,1046,1360,1046
930,1018,1056,1018,1056,1036,930,1036
848,1016,932,1016,932,1036,848,1036
1054,1016,1110,1016,1110,1036,1054,1036
1162,1018,1208,1018,1208,1032,1162,1032
1344,1010,1416,1010,1416,1028,1344,1028
952,1004,978,1004,978,1014,952,1014
1344,994,1390,994,1390,1010,1344,1010
1056,988,1068,988,1068,1006,1056,1006
854,990,870,990,870,1002,854,1002
822,958,836,958,836,992,822,992
1330,974,1384,974,1384,990,1330,990
850,972,904,972,904,984,850,984
1170,962,1202,962,1202,978,1170,978
1208,964,1218,964,1218,978,1208,978
804,924,818,924,818,978,804,978
1262,930,1274,930,1274,974,1262,974
1056,926,1070,926,1070,974,1056,974
1146,862,1160,862,1160,954,1146,954
1296,904,1312,904,1312,926,1296,926
1054,916,1068,916,1068,924,1054,924
822,862,836,862,836,924,822,924
1212,830,1228,830,1228,922,1212,922
1068,900,1104,900,1104,912,1068,912
854,860,872,860,872,898,854,898
1064,884,1086,884,1086,898,1064,898
880,858,894,858,894,896,880,896
1294,774,1314,774,1314,894,1294,894
762,852,780,852,780,890,762,890
1234,844,1246,844,1246,868,1234,868
822,846,836,846,836,860,822,860
854,832,870,832,870,858,854,858
878,824,894,824,894,854,878,854
766,822,778,822,778,848,766,848
1212,814,1266,814,1266,828,1212,828
1230,800,1248,800,1248,812,1230,812
810,768,902,768,902,790,810,790
736,770,784,770,784,790,736,790
790,772,804,772,804,788,790,788
1294,732,1312,732,1312,766,1294,766
744,738,758,738,758,758,744,758
824,736,904,736,904,758,824,758
762,736,776,736,776,756,762,756
782,736,818,736,818,756,782,756
998,720,1025,716,1027,731,1000,735
672,718,696,718,696,734,672,734
962,718,994,718,994,734,962,734
630,718,664,718,664,734,630,734
778,706,852,706,852,728,778,728
1294,672,1314,672,1314,722,1294,722
906,674,920,674,920,716,906,716
730,648,746,648,746,710,730,710
880,626,896,626,896,694,880,694
880,672,898,672,898,690,880,690
1168,672,1278,672,1278,684,1168,684
1016,672,1168,672,1168,684,1016,684
1018,666,1052,666,1052,684,1018,684
954,644,970,644,970,682,954,682
754,626,770,626,770,666,754,666
824,616,842,616,842,660,824,660
904,630,920,630,920,652,904,652
732,624,746,624,746,646,732,646
956,612,970,612,970,640,956,640
880,602,896,602,896,624,880,624
756,602,770,602,770,622,756,622
1114,594,1128,594,1128,614,1114,614
826,588,840,588,840,612,826,612
1199,544,1213,543,1215,601,1202,602
1144,548,1162,548,1162,596,1144,596
1164,560,1176,560,1176,584,1164,584
1112,522,1130,522,1130,582,1112,582
856,542,880,542,880,580,856,580
836,542,854,542,854,580,836,580
802,540,818,540,818,578,802,578
740,524,752,524,752,572,740,572
968,548,1012,548,1012,560,968,560
840,520,854,520,854,540,840,540
802,518,818,518,818,540,802,540
856,516,872,516,872,538,856,538
724,514,732,514,732,536,724,536
1664,492,1738,492,1738,506,1664,506
936,476,1108,476,1108,496,936,496
1108,480,1164,480,1164,496,1108,496
904,480,936,480,936,494,904,494
1700,480,1744,480,1744,492,1700,492
1374,468,1408,468,1408,486,1374,486
1406,468,1438,468,1438,486,1406,486
1406,468,1634,468,1634,486,1406,486
774,462,790,462,790,474,774,474
1662,440,1754,440,1754,454,1662,454
942,434,956,434,956,454,942,454
1700,426,1746,426,1746,438,1700,438
1356,414,1438,414,1438,434,1356,434
1594,420,1616,420,1616,434,1594,434
1664,376,1754,376,1754,390,1664,390
1708,364,1742,364,1742,378,1708,378
1388,352,1616,352,1616,372,1388,372
1388,352,1438,352,1438,370,1388,370
1356,352,1390,352,1390,370,1356,370
910,348,926,348,926,360,910,360
1318,292,1354,292,1354,312,1318,312
1222,292,1310,292,1310,312,1222,312
1148,292,1214,292,1214,312,1148,312
1344,296,1354,296,1354,310,1344,310
1682,290,1720,290,1720,302,1682,302
1704,276,1724,276,1724,288,1704,288
1228,266,1340,266,1340,286,1228,286
1166,266,1232,266,1232,286,1166,286
1134,266,1168,266,1168,284,1134,284
1344,266,1392,266,1392,284,1344,284
948,252,1004,252,1004,266,948,266
1660,188,1740,188,1740,202,1660,202
1166,162,1394,162,1394,182,1166,182
1132,162,1168,162,1168,180,1132,180
1344,164,1394,164,1394,180,1344,180
67,124,157,124,157,138,67,138
114,112,150,112,150,124,114,124
66,110,106,110,106,124,66,124
278,98,540,98,540,118,278,118
592,98,670,98,670,116,592,116
116,92,164,92,164,108,116,108
58,92,88,92,88,108,58,108
792,83,882,86,881,99,791,96
1738,76,1763,79,1761,92,1737,89
1766,78,1790,78,1790,92,1766,92
1684,78,1728,78,1728,90,1684,90
1164,60,1298,60,1298,78,1164,78
1296,60,1396,60,1396,78,1296,78
1132,60,1166,60,1166,78,1132,78
