834,1038,868,1038,868,1054,834,1054
730,956,762,956,762,1050,730,1050
730,1016,748,1016,748,1050,730,1050
898,1012,940,1012,940,1026,898,1026
944,970,960,970,960,984,944,984
960,966,1014,966,1014,984,960,984
918,966,940,966,940,982,918,982
536,954,692,954,692,976,536,976
430,953,528,953,528,971,430,971
762,950,810,950,810,968,762,968
906,947,1018,947,1018,965,906,965
560,940,582,940,582,952,560,952
932,930,992,930,992,946,932,946
450,924,470,924,470,940,450,940
424,882,438,882,438,938,424,938
658,924,672,924,672,936,658,936
932,910,986,910,986,928,932,928
446,908,508,908,508,922,446,922
772,898,806,898,806,916,772,916
812,900,822,900,822,916,812,916
654,850,672,850,672,912,654,912
864,868,876,868,876,910,864,910
404,858,424,858,424,908,404,908
746,866,764,866,764,890,746,890
898,856,916,856,916,880,898,880
454,840,474,840,474,860,454,860
817,763,845,764,845,859,817,859
896,674,916,674,916,858,896,858
420,798,438,798,438,858,420,858
746,796,766,796,766,856,746,856
648,836,708,836,708,850,648,850
456,796,474,796,474,836,456,836
672,822,690,822,690,834,672,834
478,794,496,794,496,832,478,832
364,788,382,788,382,826,364,826
422,780,438,780,438,796,422,796
454,768,472,768,472,794,454,794
478,760,496,760,496,790,478,790
364,758,382,758,382,786,364,786
882,738,898,738,898,770,882,770
808,748,866,748,866,766,808,766
898,754,916,754,916,766,898,766
830,738,848,738,848,750,830,750
406,714,460,714,460,732,406,732
410,694,452,694,452,712,410,712
402,674,458,674,458,690,402,690
898,618,916,618,916,674,898,674
228,654,266,654,266,672,228,672
270,652,300,652,300,672,270,672
558,652,596,652,596,670,558,670
600,652,630,652,630,670,600,670
506,584,522,584,522,652,506,652
330,556,348,556,348,650,330,650
672,590,880,598,879,627,672,619
480,562,498,562,498,626,480,626
618,600,766,600,766,622,618,622
554,580,572,580,572,618,554,618
354,562,372,562,372,608,354,608
426,552,444,552,444,598,426,598
506,546,522,546,522,582,506,582
558,550,572,550,572,576,558,576
354,538,372,538,372,560,354,560
480,538,498,538,498,560,480,560
714,530,730,530,730,552,714,552
428,524,442,524,442,548,428,548
746,484,766,484,766,532,746,532
714,458,730,458,730,518,714,518
458,478,480,478,480,518,458,518
434,478,454,478,454,516,434,516
340,460,356,460,356,516,340,516
398,454,420,454,420,516,398,516
564,484,626,484,626,498,564,498
1106,466,1162,466,1162,482,1106,482
326,448,336,448,336,476,326,476
458,450,474,450,474,476,458,476
438,452,456,452,456,476,438,476
1086,454,1114,454,1114,468,1086,468
1116,454,1188,454,1188,468,1116,468
882,432,1146,432,1146,452,882,452
404,430,466,430,466,444,404,444
536,412,766,412,766,432,536,432
504,412,538,412,538,432,504,432
426,416,446,416,446,430,426,430
370,398,432,398,432,412,370,412
532,296,558,296,558,392,532,392
448,310,460,310,460,370,448,370
347,289,365,286,376,358,358,361
322,314,338,314,338,346,322,346
398,268,410,268,410,306,398,306
508,284,568,284,568,298,508,298
1126,240,1156,240,1156,254,1126,254
1156,226,1194,226,1194,240,1156,240
1080,226,1158,226,1158,240,1080,240
651,220,765,220,765,240,651,240
672,222,688,222,688,238,672,238
1144,166,1180,166,1180,180,1144,180
400,158,480,158,480,172,400,172
1102,152,1218,152,1218,166,1102,166
650,140,766,140,766,160,650,160
682,139,915,139,915,159,682,159
1132,108,1184,108,1184,122,1132,122
1102,96,1140,96,1140,108,1102,108
1148,94,1218,94,1218,108,1148,108
672,86,892,86,892,106,672,106
894,92,916,92,916,106,894,106
